listId,value,name,definition
CNL3102,FOR_INTERNAL_USE_11,Pour usage interne 11,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_12,Pour usage interne 12,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_13,Pour usage interne 13,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_14,Pour usage interne 14,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_15,Pour usage interne 15,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_16,Pour usage interne 16,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_17,Pour usage interne 17,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_18,Pour usage interne 18,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_19,Pour usage interne 19,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_2,Pour usage interne 2,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_20,Pour usage interne 20,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_3,Pour usage interne 3,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_4,Pour usage interne 4,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_5,Pour usage interne 5,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_6,Pour usage interne 6,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_7,Pour usage interne 7,Identification used for internal mapping purposes.
CNL3102,FOR_INTERNAL_USE_8,Pour usage interne 8,Internal identification used for mapping purposes.
CNL3102,FOR_INTERNAL_USE_9,Pour usage interne 9,Internal identification used for mapping purposes.
CNL3102,GDPA,General Directorate of Pharmaceutical Affairs (GDPA),General Directorate of Pharmaceutical Affairs (GDPA) manages the market authorisation of healthcare products in Afghanistan - AF
CNL3102,GTIN_12,GTIN: 12 chiffres,"The 12-digit GS1 Identification Key composed of a U.P.C. Company Prefix, Item Reference, and Check Digit used to identify trade items."
CNL3102,GTIN_13,GTIN: 13 chiffres,"The 13-digit GS1 Identification Key composed of a GS1 Company Prefix, Item Reference, and Check Digit used to identify trade items."
CNL3102,GTIN_14,GTIN: 14 chiffres,"The 14-digit GS1 Identification Key composed of an Indicator digit (1-9), GS1 Company Prefix, Item Reference, and Check Digit used to identify trade items."
CNL3102,GTIN_8,GTIN: 8 chiffres,"The 8-digit GS1 Identification Key composed of a GS1-8 Prefix, Item Reference, and Check Digit used to identify trade items."
CNL3102,HIBC,HIBC - Health Industry Business Communication Barcode,"Health Industry Business Communication Barcode: An alphanumeric identification number used as a common identifier within the healthcare industry across different locations. In the Netherlands, this code is managed by the European Health Industry Business Communications Council."
CNL3102,ICCBBA,"ICCBBA - manages ISBT 128, the internat. standard for medical products of human origin","ICCBBA is an international non-governmental organization (NGO) that manages, develops and licenses ISBT 128; the international information standard for the terminology, coding and labelling of medical products of human origin. ICCBBA manage the allocation of globally unique identifiers to licensed facilities and maintain the ISBT 128 Standard, international databases for Facility Identification Numbers and Product Coding, supporting documentation, and educational materials."
CNL3102,INDUSTRY_ASSIGNED,Attribué par l'industrie,"A unique proprietary identification number assigned by an industry sector association or other organisation, used to identify an item or service. Typically the association or organisation provides the industry sector with an identification number as key identifier of a type of trade item."
CNL3102,INMETRO,INMETRO,"The National Institute of Metrology, Standardization and Industrial Quality (INMETRO) is a Brazilian federal autarchy, linked to MDIC, the Ministry of Development, Industry and Foreign Trade."
CNL3102,INVIMA,Instituto Nacional de Vigilancia de Medicamentos y Alimentos (INVIMA),Nationaal instituut voor de monitoring van medicijnen en voedsel voor Columbia. Die organisatie heeft een uniek (CUM) code ontwikkeld voor medicijnen.
CNL3102,ISBN_NUMBER,ISBN: International Standard Book Number,International Standard Book Number: A unique numeric commercial book identifier.
CNL3102,ISSN_NUMBER,ISSN - International Standard Serial Number,International Standard Serial Number: unique eight-digit number used to identify a print or electronic periodical publication.
CNL3102,JFDA,Jordan Food and Drug Administration,Jordan Food and Drug Administration manages the market authorisation of healthcare products in Jordan - JO
CNL3102,LMHPRA,Liberia Medicines and Health Products Regulatory Authority,Liberia Medicines and Health Products Regulatory Authority manages the market authorisation of healthcare products in Liberia - LR
CNL3102,LOTTERY_GAME_NUMBER,Numéro de lotterie,Unknown
CNL3102,LOTTERY_PACK_BOOK_NUMBER,Lottery pack book - Identifier for a book of shrink-wrapped lottery game tickets,A unique identifier for a book of shrink-wrapped lottery game tickets.
CNL3102,MANUFACTURER_PART_NUMBER,Identifiant unique d'une pièce utilisée par le fabrikan,Product Authorisation Number (PA Number) as granted by the Health Products Regulatory Authority (HPRA) in Ireland. The marketing authorisation is issued with a Product Authorisation Number (PA Number) which is included on the medicine box/container in the Irish jurisdiction.
CNL3102,MAPA,MAPA,"Brazil´s Ministério da Agricultura, Pecuária e Abastecimento, which is the Ministry of Agriculture, Livestock and Supply."
CNL3102,MCAZ,Medicines Control Authority of Zimbabwe (MCAZ),Medicines Control Authority of Zimbabwe (MCAZ) manages the market authorisation of healthcare products in Zimbabwe - ZW
CNL3102,MCC,Medicines Control Council (MCC),Medicines Control Council (MCC) manages the market authorisation of healthcare products in South Africa - ZA
CNL3102,MDL,Canadian Medical Device License,"The Canadian Medical Device License (MDL) is required for companies which sell Class II, III, and IV medical devices in Canada. The MDL is a product approval and should not be confused with the MDEL which is a permit for the company/distributor itself."
CNL3102,MINSA,Ministerio de Salud - Direccion de Farmacias (MINSA),Ministerio de Salud - Direccion de Farmacias (MINSA) manages the market authorisation of healthcare products in Nicaragua - NI
CNL3102,MISAU,Departamento Farmacêutico-MISAU,Departamento Farmacêutico-MISAU manages the market authorisation of healthcare products in Mozambique - MZ
CNL3102,MOH_AO,Ministry of Health (MOH) Angola,Ministry of Health (MOH) manages the market authorisation of healthcare products in Angola - AO
CNL3102,MOH_BB,Ministry of Health (MOH) Barbados,Ministry of Health (MOH) manages the market authorisation of healthcare products in Barbados - BB
CNL3102,MOH_BW,Drugs Regulatory Unit (DRU) of the Ministry of Health (MOH),Drugs Regulatory Unit (DRU) of the Ministry of Health (MOH) manages the market authorisation of healthcare products in Botswana - BW
CNL3102,MOH_GY,Ministry of Health - Guyana,Ministry of Health manages the market authorisation of healthcare products in Guyana - GY
CNL3102,MOH_MA,Ministry of Health - Morocco,Ministry of Health manages the market authorisation of healthcare products in Morocco - MA
CNL3102,MOH_MR,Ministry of Health: Pharmacy and Laboratory,Ministry of Health: Pharmacy and Laboratory manages the market authorisation of healthcare products in Mauritania - MR
CNL3102,MOH_RW,Ministry of Health - Rwanda,Ministry of Health manages the market authorisation of healthcare products in Rwanda - RW
CNL3102,MOH_SZ,Ministry of Health (MOH) Swaziland,Ministry of Health (MOH) manages the market authorisation of healthcare products in Swaziland - SZ
CNL3102,MOH_TJ,Ministry of Health - Tajikistan,Ministry of Health manages the market authorisation of healthcare products in Tajikistan - TJ
CNL3102,MOH_TT,Chemistry Food and Drugs Division/Ministry of Health (CFFD/MOH),Chemistry Food and Drugs Division/Ministry of Health (CFFD/MOH) manages the market authorisation of healthcare products in Trinidad and Tobago - TT
CNL3102,MOH_UG,National Drug Authority,National Drug Authority manages the market authorisation of healthcare products in Uganda - UG
CNL3102,MOH_UZ,Ministry of Health - Uzbekistan,Ministry of Health manages the market authorisation of healthcare products in Uzbekistan - UZ
CNL3102,MOHSW,Ministry of Health & Social Welfare,Ministry of Health & Social Welfare manages the market authorisation of healthcare products in Gambia - GM
CNL3102,MOPH_NE,Ministry of Public Health,Ministry of Public Health manages the market authorisation of healthcare products in Niger - NE
